age,region,activity,heart_rate,steps,calories,step_range,calories_range,sleep_hours,weight_kg,fitness_level
50,West,Cycling,97,7209,334,5k-8k,250-400,8.01,76.1,moderately_fit
71,East,Cycling,97,5283,255,5k-8k,250-400,8.89,84.2,unfit
25,South,Gym,45,6163,260,5k-8k,250-400,6.9,79.9,unfit
25,North,Gym,120,7009,342,5k-8k,250-400,7.05,61.0,moderately_fit
58,North,Walking,81,7520,263,5k-8k,250-400,5.27,92.8,moderately_fit
65,South,Cycling,105,6185,304,5k-8k,250-400,7.4,61.2,unfit
49,East,Sports,96,9968,397,8k-11k,250-400,7.55,83.8,moderately_fit
31,North,Gym,81,8429,402,8k-11k,400-550,7.89,72.9,moderately_fit
57,North,Cycling,84,9828,482,8k-11k,400-550,8.08,76.2,moderately_fit
21,South,Gym,89,6388,266,5k-8k,250-400,7.28,60.0,unfit
31,North,Cycling,130,13705,685,11k-14k,550-700,7.56,70.9,fit
18,South,Gym,50,13590,428,11k-14k,400-550,7.2,67.0,moderately_fit
55,South,Gym,79,7470,365,5k-8k,250-400,6.88,87.9,moderately_fit
32,North,Gym,78,3467,163,<5k,<250,7.35,65.9,unfit
36,South,Sports,89,9292,556,8k-11k,550-700,6.73,67.6,moderately_fit
22,West,Gym,83,10523,489,8k-11k,400-550,5.76,75.0,moderately_fit
46,North,Gym,65,9063,414,8k-11k,400-550,6.22,72.2,moderately_fit
26,North,Cycling,91,10715,554,8k-11k,550-700,7.37,61.6,moderately_fit
43,North,Running,94,15801,711,>14k,>700,7.79,56.5,fit
55,South,Walking,68,4874,217,<5k,<250,7.47,94.7,unfit
20,East,Running,105,17752,1129,>14k,>700,9.58,72.5,fit
61,South,Cycling,88,8562,479,8k-11k,400-550,7.59,94.1,moderately_fit
23,North,Running,103,12801,642,11k-14k,550-700,6.3,73.3,fit
23,West,Gym,93,11495,485,11k-14k,400-550,6.52,80.5,moderately_fit
22,East,Gym,91,9623,415,8k-11k,400-550,8.21,88.1,moderately_fit
25,South,Sports,92,14612,603,>14k,550-700,8.15,81.4,fit
44,North,Walking,75,12426,385,11k-14k,250-400,6.82,91.3,moderately_fit
24,North,Running,108,11598,666,11k-14k,550-700,6.23,86.0,moderately_fit
48,East,Cycling,80,11801,608,11k-14k,550-700,7.93,67.3,moderately_fit
26,South,Gym,94,11061,528,11k-14k,400-550,6.97,70.5,moderately_fit
19,South,Gym,82,14381,655,>14k,550-700,7.26,83.1,fit
39,North,Sports,85,13465,731,11k-14k,>700,9.28,67.9,fit
24,South,Walking,76,10825,452,8k-11k,400-550,6.18,71.4,moderately_fit
20,East,Cycling,65,9380,517,8k-11k,400-550,5.41,70.0,moderately_fit
26,West,Cycling,97,8171,375,8k-11k,250-400,8.0,71.1,moderately_fit
21,North,Gym,81,7448,321,5k-8k,250-400,5.87,74.0,moderately_fit
64,East,Walking,79,5232,163,5k-8k,<250,4.87,79.0,unfit
55,South,Sports,103,13249,812,11k-14k,>700,7.95,71.4,fit
36,West,Cycling,83,14574,619,>14k,550-700,7.27,78.0,fit
24,East,Gym,86,8687,509,8k-11k,400-550,6.35,70.1,moderately_fit
24,West,Gym,77,9319,452,8k-11k,400-550,7.35,83.7,moderately_fit
23,West,Running,102,10984,573,8k-11k,550-700,8.33,69.6,moderately_fit
55,North,Gym,87,7715,383,5k-8k,250-400,8.62,83.5,moderately_fit
34,East,Running,101,12805,720,11k-14k,>700,7.96,71.0,fit
53,South,Sports,82,9478,453,8k-11k,400-550,6.3,58.0,moderately_fit
55,North,Gym,78,10485,402,8k-11k,400-550,5.43,83.4,moderately_fit
30,North,Sports,98,12972,618,11k-14k,550-700,7.99,89.9,fit
26,North,Running,95,10277,556,8k-11k,550-700,6.71,73.1,moderately_fit
64,East,Walking,78,1000,100,<5k,<250,5.49,85.5,unfit
59,North,Cycling,96,10099,474,8k-11k,400-550,7.51,79.9,moderately_fit
53,West,Gym,78,8247,396,8k-11k,250-400,6.67,77.0,moderately_fit
35,South,Gym,98,9810,465,8k-11k,400-550,6.95,88.5,moderately_fit
67,East,Walking,81,5851,232,5k-8k,<250,6.32,87.4,unfit
27,North,Running,97,10666,503,8k-11k,400-550,8.7,69.3,moderately_fit
45,South,Cycling,91,9365,504,8k-11k,400-550,8.12,67.0,moderately_fit
40,South,Sports,83,10329,469,8k-11k,400-550,6.43,93.1,moderately_fit
48,North,Sports,101,10196,586,8k-11k,550-700,7.12,77.9,moderately_fit
25,East,Gym,65,11729,424,11k-14k,400-550,7.39,80.6,moderately_fit
29,South,Cycling,88,9676,595,8k-11k,550-700,6.45,61.2,moderately_fit
34,North,Walking,68,4834,184,<5k,<250,7.61,51.1,unfit
32,East,Gym,75,12416,623,11k-14k,550-700,5.77,63.6,fit
34,North,Gym,92,7107,318,5k-8k,250-400,7.71,79.5,moderately_fit
56,South,Gym,79,10347,379,8k-11k,250-400,7.86,71.7,moderately_fit
61,South,Walking,66,10009,328,8k-11k,250-400,6.97,67.3,moderately_fit
54,North,Walking,75,9094,279,8k-11k,250-400,8.2,77.4,moderately_fit
56,East,Walking,73,7302,234,5k-8k,<250,5.16,77.1,moderately_fit
27,East,Gym,120,8904,441,8k-11k,400-550,6.7,81.3,moderately_fit
61,East,Sports,98,11556,468,11k-14k,400-550,5.57,77.3,moderately_fit
21,North,Sports,85,12682,742,11k-14k,>700,7.53,84.0,fit
31,North,Cycling,45,14498,677,>14k,550-700,6.87,82.3,fit
27,North,Running,97,16015,769,>14k,>700,9.72,63.3,fit
24,West,Cycling,92,12465,627,11k-14k,550-700,8.21,88.9,fit
55,North,Cycling,91,9163,341,8k-11k,250-400,7.83,92.6,moderately_fit
32,South,Cycling,89,9644,428,8k-11k,400-550,8.41,71.8,moderately_fit
29,West,Gym,76,9261,411,8k-11k,400-550,6.31,83.1,moderately_fit
25,East,Gym,100,10265,437,8k-11k,400-550,7.48,91.0,moderately_fit
65,East,Walking,85,4979,204,<5k,<250,4.46,86.8,unfit
26,West,Gym,84,10211,424,8k-11k,400-550,6.24,72.3,moderately_fit
25,South,Gym,67,11997,583,11k-14k,550-700,7.77,71.9,moderately_fit
31,North,Cycling,86,11653,729,11k-14k,>700,8.84,61.8,moderately_fit
29,North,Cycling,83,9783,428,8k-11k,400-550,9.12,83.1,moderately_fit
56,North,Walking,80,1000,100,<5k,<250,6.24,84.4,unfit
29,South,Gym,73,12301,482,11k-14k,400-550,7.66,68.4,moderately_fit
62,North,Gym,81,6790,252,5k-8k,250-400,6.79,66.5,unfit
23,East,Gym,45,10167,373,8k-11k,250-400,6.39,57.0,moderately_fit
29,North,Gym,88,10629,511,8k-11k,400-550,9.36,65.4,moderately_fit
24,North,Cycling,94,12883,661,11k-14k,550-700,6.32,71.8,fit
33,East,Running,102,15773,774,>14k,>700,6.99,80.3,fit
26,North,Cycling,82,13882,822,11k-14k,>700,8.37,83.9,fit
56,East,Cycling,79,10848,612,8k-11k,550-700,5.26,85.3,moderately_fit
22,West,Cycling,96,3887,228,<5k,<250,6.21,83.3,unfit
31,East,Walking,68,8092,293,8k-11k,250-400,5.9,74.2,moderately_fit
29,North,Gym,86,9904,453,8k-11k,400-550,6.66,71.8,moderately_fit
29,West,Gym,94,8634,312,8k-11k,250-400,7.7,73.8,moderately_fit
20,North,Gym,85,11065,466,11k-14k,400-550,7.03,56.6,moderately_fit
48,East,Running,104,12060,574,11k-14k,550-700,6.96,86.8,moderately_fit
25,North,Cycling,130,10020,342,8k-11k,250-400,6.46,65.3,moderately_fit
45,North,Sports,96,13751,598,11k-14k,550-700,6.86,70.6,moderately_fit
29,West,Cycling,91,11989,459,11k-14k,400-550,6.58,69.3,moderately_fit
29,South,Running,99,14417,692,>14k,550-700,8.42,89.8,fit
30,East,Cycling,89,5831,296,5k-8k,250-400,7.59,64.1,unfit
24,South,Gym,77,14921,776,>14k,>700,8.08,72.0,fit
33,East,Running,95,7907,293,5k-8k,250-400,5.34,72.5,moderately_fit
54,West,Cycling,76,10430,513,8k-11k,400-550,8.88,73.7,moderately_fit
26,South,Walking,65,8999,321,8k-11k,250-400,6.7,78.5,moderately_fit
27,South,Running,90,19033,978,>14k,>700,6.95,57.9,fit
61,South,Cycling,82,6155,249,5k-8k,<250,6.11,91.5,unfit
33,West,Gym,75,6978,211,5k-8k,<250,6.43,73.5,unfit
32,North,Sports,103,13787,732,11k-14k,>700,8.45,74.2,fit
32,South,Walking,71,8555,281,8k-11k,250-400,6.41,85.1,moderately_fit
27,North,Cycling,75,15534,681,>14k,550-700,7.24,82.8,fit
58,North,Walking,82,8041,270,8k-11k,250-400,5.41,72.6,moderately_fit
50,North,Walking,77,5616,204,5k-8k,<250,7.23,57.5,unfit
26,South,Gym,68,9189,472,8k-11k,400-550,4.78,72.0,moderately_fit
52,West,Cycling,93,10587,484,8k-11k,400-550,7.25,75.4,moderately_fit
30,South,Sports,87,8138,377,8k-11k,250-400,6.51,66.6,moderately_fit
35,South,Cycling,83,12042,497,11k-14k,400-550,8.27,76.7,moderately_fit
19,East,Sports,84,14496,679,>14k,550-700,7.34,74.9,fit
50,South,Cycling,90,7414,397,5k-8k,250-400,7.74,73.8,moderately_fit
46,West,Walking,72,6080,128,5k-8k,<250,5.99,78.4,unfit
28,South,Running,103,8053,523,8k-11k,400-550,7.6,83.4,moderately_fit
24,North,Gym,85,11922,586,11k-14k,550-700,7.18,88.0,moderately_fit
28,North,Running,94,15253,657,>14k,550-700,7.44,65.0,fit
26,West,Gym,82,6200,226,5k-8k,<250,7.22,82.6,unfit
30,West,Gym,82,6549,293,5k-8k,250-400,6.85,69.3,unfit
27,North,Running,101,12796,486,11k-14k,400-550,7.56,62.8,moderately_fit
30,North,Gym,81,11323,592,11k-14k,550-700,6.52,79.2,moderately_fit
31,South,Cycling,94,12221,668,11k-14k,550-700,6.44,63.9,fit
45,East,Sports,99,8604,408,8k-11k,400-550,6.71,59.9,moderately_fit
21,South,Walking,75,6653,244,5k-8k,<250,7.38,68.2,unfit
25,West,Cycling,73,11571,629,11k-14k,550-700,6.74,65.9,moderately_fit
22,East,Running,108,12197,663,11k-14k,550-700,8.44,72.8,fit
27,West,Walking,71,6479,217,5k-8k,<250,6.95,73.3,unfit
33,South,Cycling,74,12529,589,11k-14k,550-700,7.58,80.9,moderately_fit
71,North,Walking,70,2719,100,<5k,<250,5.59,64.3,unfit
35,East,Gym,88,8510,310,8k-11k,250-400,7.82,70.9,moderately_fit
37,South,Walking,60,6553,238,5k-8k,<250,6.14,56.0,unfit
23,North,Running,90,14371,710,>14k,>700,4.46,75.0,fit
29,North,Running,98,14692,774,>14k,>700,8.07,81.2,fit
18,South,Gym,86,11536,531,11k-14k,400-550,7.8,67.6,moderately_fit
48,South,Gym,72,9960,429,8k-11k,400-550,6.52,70.5,moderately_fit
53,South,Cycling,82,8340,353,8k-11k,250-400,7.83,65.9,moderately_fit
25,North,Cycling,90,11061,470,11k-14k,400-550,5.72,84.2,moderately_fit
35,South,Running,121,14352,697,>14k,550-700,7.2,82.3,fit
63,North,Walking,85,5960,237,5k-8k,<250,8.44,86.6,unfit
28,East,Gym,99,10760,460,8k-11k,400-550,6.15,79.4,moderately_fit
27,South,Cycling,82,12404,557,11k-14k,550-700,5.54,74.5,moderately_fit
21,East,Gym,77,7740,367,5k-8k,250-400,6.95,91.3,moderately_fit
33,East,Walking,69,10948,362,8k-11k,250-400,7.92,81.0,moderately_fit
41,East,Running,87,12711,635,11k-14k,550-700,5.6,69.6,fit
27,East,Cycling,50,13029,544,11k-14k,400-550,7.03,55.6,moderately_fit
50,South,Gym,83,9393,421,8k-11k,400-550,7.9,51.4,moderately_fit
48,North,Walking,73,6943,281,5k-8k,250-400,7.33,72.9,unfit
42,East,Cycling,89,10735,632,8k-11k,550-700,7.35,80.9,moderately_fit
19,South,Running,99,17681,932,>14k,>700,6.93,79.7,fit
26,South,Running,105,13575,812,11k-14k,>700,7.7,69.7,fit
27,South,Gym,120,11339,397,11k-14k,250-400,8.2,61.1,moderately_fit
49,West,Cycling,91,10776,515,8k-11k,400-550,6.62,62.7,moderately_fit
67,North,Gym,64,9672,343,8k-11k,250-400,7.89,79.7,moderately_fit
49,North,Running,102,10410,528,8k-11k,400-550,8.07,77.7,moderately_fit
18,West,Running,96,15252,698,>14k,550-700,7.16,45.9,fit
56,East,Walking,87,4262,147,<5k,<250,5.28,77.8,unfit
43,North,Gym,72,11107,403,11k-14k,400-550,6.21,84.1,moderately_fit
49,West,Walking,72,4868,201,<5k,<250,8.15,77.7,unfit
53,North,Walking,74,6797,227,5k-8k,<250,8.03,77.0,unfit
57,East,Gym,66,6265,209,5k-8k,<250,7.38,80.5,unfit
27,South,Cycling,77,14132,692,>14k,550-700,9.66,76.7,fit
23,South,Gym,73,9520,427,8k-11k,400-550,7.08,64.2,moderately_fit
53,East,Sports,87,11594,525,11k-14k,400-550,5.97,91.9,moderately_fit
54,North,Walking,110,3912,113,<5k,<250,5.08,82.8,unfit
66,North,Walking,70,4177,163,<5k,<250,5.26,80.0,unfit
21,East,Walking,72,9054,429,8k-11k,400-550,6.94,71.5,moderately_fit
55,North,Running,103,15172,708,>14k,>700,6.82,73.6,fit
61,West,Cycling,88,9875,602,8k-11k,550-700,6.6,93.0,moderately_fit
52,South,Sports,93,16010,911,>14k,>700,7.19,90.0,fit
38,North,Gym,64,10645,433,8k-11k,400-550,8.82,74.5,moderately_fit
28,East,Gym,99,9373,441,8k-11k,400-550,8.89,77.5,moderately_fit
47,North,Cycling,100,8877,358,8k-11k,250-400,7.54,97.4,moderately_fit
33,North,Cycling,78,15342,634,>14k,550-700,8.12,78.0,fit
34,South,Sports,96,13631,579,11k-14k,550-700,8.06,59.7,moderately_fit
53,West,Walking,66,5102,179,5k-8k,<250,6.95,84.0,unfit
24,South,Cycling,75,9872,443,8k-11k,400-550,6.11,54.9,moderately_fit
49,North,Walking,75,5019,158,5k-8k,<250,7.11,66.8,unfit
25,South,Running,116,15833,910,>14k,>700,6.79,70.5,fit
54,North,Walking,68,3043,138,<5k,<250,5.85,79.7,unfit
26,North,Running,105,12667,605,11k-14k,550-700,7.83,82.5,fit
31,East,Cycling,89,11703,371,11k-14k,250-400,8.93,92.8,moderately_fit
41,West,Walking,80,6828,218,5k-8k,<250,6.89,76.6,unfit
63,North,Walking,80,4690,182,<5k,<250,6.24,82.1,unfit
27,South,Gym,85,11137,342,11k-14k,250-400,6.76,78.6,moderately_fit
64,West,Walking,67,6926,333,5k-8k,250-400,7.21,71.1,unfit
22,North,Walking,76,7353,267,5k-8k,250-400,6.29,62.2,moderately_fit
62,North,Walking,75,4590,164,<5k,<250,6.31,73.8,unfit
67,West,Cycling,93,10241,462,8k-11k,400-550,6.61,78.9,moderately_fit
54,East,Walking,81,5762,201,5k-8k,<250,5.94,67.3,unfit
26,North,Gym,85,9501,294,8k-11k,250-400,8.09,68.0,moderately_fit
50,South,Sports,97,12183,555,11k-14k,550-700,7.36,81.4,moderately_fit
28,North,Walking,74,5266,158,5k-8k,<250,5.98,77.8,unfit
73,South,Cycling,83,6304,261,5k-8k,250-400,7.29,75.5,unfit
33,East,Running,114,12717,665,11k-14k,550-700,7.83,64.7,fit
27,South,Sports,91,16987,780,>14k,>700,6.27,56.2,fit
32,East,Gym,73,5935,335,5k-8k,250-400,7.43,77.1,unfit
24,North,Cycling,92,11619,629,11k-14k,550-700,7.82,73.9,moderately_fit
64,North,Walking,73,3773,116,<5k,<250,8.25,73.0,unfit
30,North,Sports,97,17733,978,>14k,>700,7.63,55.2,fit
27,East,Gym,83,10067,470,8k-11k,400-550,5.59,76.8,moderately_fit
56,East,Gym,75,5083,274,5k-8k,250-400,7.66,81.5,unfit
66,North,Walking,91,2148,100,<5k,<250,6.79,71.8,unfit
19,South,Sports,75,14443,786,>14k,>700,7.35,59.3,fit
34,East,Cycling,82,11202,527,11k-14k,400-550,8.42,90.9,moderately_fit
43,South,Walking,71,7938,223,5k-8k,<250,6.97,74.3,moderately_fit
25,North,Gym,80,7016,243,5k-8k,<250,7.73,62.7,moderately_fit
33,North,Gym,75,13670,844,11k-14k,>700,6.31,78.5,fit
34,North,Gym,83,9138,428,8k-11k,400-550,7.48,60.2,moderately_fit
64,East,Walking,71,6395,239,5k-8k,<250,6.05,79.4,unfit
53,South,Sports,97,11526,627,11k-14k,550-700,6.75,81.3,moderately_fit
69,East,Running,114,10208,552,8k-11k,550-700,6.91,82.1,moderately_fit
31,West,Sports,85,15137,697,>14k,550-700,5.83,72.4,fit
31,West,Running,93,12110,644,11k-14k,550-700,7.0,68.3,fit
38,North,Cycling,83,12955,628,11k-14k,550-700,7.08,69.2,fit
29,North,Running,95,17899,847,>14k,>700,6.63,86.1,fit
23,South,Gym,81,12258,494,11k-14k,400-550,8.55,64.3,moderately_fit
24,North,Running,93,18703,924,>14k,>700,7.34,68.3,fit
57,East,Gym,99,5574,215,5k-8k,<250,6.64,58.9,unfit
50,West,Sports,89,11468,546,11k-14k,400-550,6.54,94.8,moderately_fit
58,East,Gym,96,8376,283,8k-11k,250-400,8.34,76.5,moderately_fit
27,North,Cycling,84,11467,556,11k-14k,550-700,6.6,75.4,moderately_fit
49,North,Cycling,87,11087,560,11k-14k,550-700,7.3,93.0,moderately_fit
48,South,Running,103,15621,904,>14k,>700,8.03,70.1,fit
27,East,Running,99,11932,566,11k-14k,550-700,6.12,61.4,moderately_fit
50,North,Walking,72,3879,132,<5k,<250,6.2,81.3,unfit
35,North,Gym,80,8354,336,8k-11k,250-400,7.23,76.2,moderately_fit
19,North,Cycling,74,5708,249,5k-8k,<250,7.11,88.6,unfit
59,West,Sports,92,9273,455,8k-11k,400-550,7.61,80.8,moderately_fit
61,East,Walking,82,8565,282,8k-11k,250-400,6.57,85.9,moderately_fit
53,West,Sports,91,6408,338,5k-8k,250-400,7.99,78.6,unfit
61,East,Walking,79,4871,172,<5k,<250,5.43,70.4,unfit
30,South,Running,107,10389,550,8k-11k,400-550,7.78,58.1,moderately_fit
26,North,Gym,79,10458,448,8k-11k,400-550,6.98,79.2,moderately_fit
56,North,Walking,77,7247,297,5k-8k,250-400,6.58,68.0,moderately_fit
27,South,Gym,75,9453,345,8k-11k,250-400,7.36,77.6,moderately_fit
28,West,Gym,74,7621,312,5k-8k,250-400,5.87,72.6,moderately_fit
23,North,Walking,73,8113,308,8k-11k,250-400,6.22,70.2,moderately_fit
34,North,Gym,86,12026,528,11k-14k,400-550,8.01,70.0,moderately_fit
35,South,Gym,91,11090,321,11k-14k,250-400,6.15,66.2,moderately_fit
30,North,Walking,71,6546,254,5k-8k,250-400,6.67,76.5,unfit
29,South,Gym,78,8456,452,8k-11k,400-550,7.16,68.6,moderately_fit
60,North,Gym,73,6320,257,5k-8k,250-400,7.24,78.4,unfit
22,North,Cycling,93,12906,724,11k-14k,>700,4.74,85.1,fit
48,South,Gym,76,4545,214,<5k,<250,8.51,81.5,unfit
35,South,Walking,73,8178,295,8k-11k,250-400,5.57,71.1,moderately_fit
33,South,Cycling,94,9446,334,8k-11k,250-400,8.59,69.5,moderately_fit
29,North,Walking,79,6883,261,5k-8k,250-400,5.55,66.1,unfit
20,West,Cycling,86,10013,511,8k-11k,400-550,7.62,62.0,moderately_fit
26,North,Gym,86,11294,387,11k-14k,250-400,6.57,75.8,moderately_fit
66,North,Walking,66,4254,171,<5k,<250,5.69,63.5,unfit
30,South,Gym,70,6801,279,5k-8k,250-400,9.64,76.7,unfit
23,North,Gym,92,8218,421,8k-11k,400-550,6.76,89.1,moderately_fit
26,South,Cycling,72,8654,464,8k-11k,400-550,5.77,82.2,moderately_fit
57,West,Walking,48,7643,284,5k-8k,250-400,7.93,66.9,moderately_fit
34,East,Sports,87,8856,475,8k-11k,400-550,8.04,93.9,moderately_fit
23,South,Gym,74,9558,367,8k-11k,250-400,8.56,78.7,moderately_fit
29,South,Sports,91,10420,552,8k-11k,550-700,5.86,61.1,moderately_fit
35,North,Gym,81,12788,568,11k-14k,550-700,6.1,58.8,moderately_fit
21,South,Gym,88,10857,355,8k-11k,250-400,7.37,64.3,moderately_fit
23,North,Running,95,12612,745,11k-14k,>700,6.94,71.6,fit
23,West,Gym,82,10095,497,8k-11k,400-550,6.41,76.1,moderately_fit
61,North,Cycling,94,6286,374,5k-8k,250-400,7.9,73.6,moderately_fit
52,South,Gym,80,9412,453,8k-11k,400-550,5.78,72.5,moderately_fit
32,West,Cycling,85,11299,539,11k-14k,400-550,6.0,76.3,moderately_fit
50,East,Walking,45,7131,235,5k-8k,<250,6.79,69.6,moderately_fit
23,West,Running,101,11639,585,11k-14k,550-700,6.32,72.4,moderately_fit
27,South,Running,93,9948,447,8k-11k,400-550,6.84,79.7,moderately_fit
31,North,Cycling,96,6801,348,5k-8k,250-400,7.41,72.1,unfit
19,East,Gym,84,5963,261,5k-8k,250-400,6.32,84.1,unfit
62,North,Sports,87,9213,492,8k-11k,400-550,6.34,77.8,moderately_fit
28,North,Sports,93,16937,888,>14k,>700,8.48,62.3,fit
20,East,Cycling,74,10841,551,8k-11k,550-700,6.99,89.8,moderately_fit
56,East,Gym,85,6019,227,5k-8k,<250,7.65,84.8,unfit
32,West,Running,95,13437,623,11k-14k,550-700,6.72,73.7,fit
75,West,Walking,84,3387,100,<5k,<250,6.34,82.0,unfit
21,West,Sports,101,9535,424,8k-11k,400-550,7.41,62.6,moderately_fit
30,North,Sports,88,10323,530,8k-11k,400-550,7.21,73.2,moderately_fit
36,East,Walking,73,6586,235,5k-8k,<250,6.73,67.3,unfit
22,East,Gym,77,14381,712,>14k,>700,9.14,83.2,fit
53,West,Cycling,95,7978,331,5k-8k,250-400,8.15,81.3,moderately_fit
64,South,Walking,68,5936,215,5k-8k,<250,7.06,81.3,unfit
28,North,Gym,85,5903,257,5k-8k,250-400,8.11,67.2,unfit
23,West,Sports,92,14301,771,>14k,>700,6.78,72.2,fit
50,North,Cycling,120,7591,329,5k-8k,250-400,8.85,63.0,moderately_fit
52,South,Sports,86,7229,376,5k-8k,250-400,5.71,82.9,moderately_fit
40,South,Gym,77,5963,246,5k-8k,<250,7.53,69.5,unfit
54,South,Walking,79,4796,172,<5k,<250,7.86,70.6,unfit
29,East,Running,115,10431,602,8k-11k,550-700,5.88,90.6,moderately_fit
27,South,Running,108,14973,893,>14k,>700,7.39,78.5,fit
53,East,Walking,68,3964,127,<5k,<250,5.97,65.4,unfit
27,North,Cycling,94,12894,805,11k-14k,>700,5.87,82.4,fit
55,North,Sports,93,8521,374,8k-11k,250-400,7.42,59.7,moderately_fit
26,North,Gym,94,7174,318,5k-8k,250-400,6.66,63.0,moderately_fit
26,East,Gym,80,7758,403,5k-8k,400-550,8.12,75.6,moderately_fit
35,North,Gym,87,6327,223,5k-8k,<250,6.94,73.3,unfit
33,East,Running,103,13564,706,11k-14k,>700,6.23,66.6,fit
56,East,Walking,73,4882,162,<5k,<250,6.35,80.2,unfit
68,East,Gym,74,9445,372,8k-11k,250-400,6.52,74.7,moderately_fit
25,South,Running,103,7384,357,5k-8k,250-400,8.76,73.3,moderately_fit
28,South,Cycling,50,14120,715,>14k,>700,7.57,76.8,fit
26,South,Gym,87,7785,266,5k-8k,250-400,7.01,85.8,moderately_fit
47,South,Running,108,16901,901,>14k,>700,9.26,81.4,fit
25,North,Cycling,80,11741,485,11k-14k,400-550,7.51,69.8,moderately_fit
36,West,Running,99,16799,995,>14k,>700,6.88,77.8,fit
56,East,Sports,97,9516,434,8k-11k,400-550,6.88,60.1,moderately_fit
62,North,Gym,88,6722,344,5k-8k,250-400,7.54,94.2,unfit
19,South,Sports,83,10541,606,8k-11k,550-700,6.45,73.2,moderately_fit
37,West,Gym,73,8504,313,8k-11k,250-400,10.08,105.7,moderately_fit
58,North,Gym,90,4833,205,<5k,<250,7.3,81.0,unfit
56,East,Gym,77,7934,314,5k-8k,250-400,7.16,80.8,moderately_fit
26,North,Sports,97,12710,689,11k-14k,550-700,5.38,56.3,fit
20,South,Gym,50,9560,345,8k-11k,250-400,4.73,63.0,moderately_fit
33,West,Gym,71,12092,468,11k-14k,400-550,6.37,73.0,moderately_fit
27,South,Running,90,15592,647,>14k,550-700,6.76,67.9,fit
53,South,Walking,80,4293,153,<5k,<250,5.79,94.9,unfit
47,West,Cycling,91,11100,449,11k-14k,400-550,7.04,78.3,moderately_fit
55,East,Sports,102,12173,540,11k-14k,400-550,5.23,75.6,moderately_fit
28,East,Sports,99,6146,264,5k-8k,250-400,7.81,78.2,unfit
27,South,Gym,89,6692,280,5k-8k,250-400,6.95,68.4,unfit
55,East,Walking,88,5088,169,5k-8k,<250,6.96,82.9,unfit
27,East,Running,99,11658,555,11k-14k,550-700,7.57,59.3,moderately_fit
28,West,Running,98,15914,892,>14k,>700,6.51,87.0,fit
30,East,Cycling,90,8824,524,8k-11k,400-550,7.58,76.3,moderately_fit
18,East,Cycling,86,9513,484,8k-11k,400-550,8.56,74.7,moderately_fit
58,North,Gym,85,7930,417,5k-8k,400-550,6.27,72.9,moderately_fit
25,East,Gym,91,8955,400,8k-11k,250-400,8.0,81.0,moderately_fit
23,East,Cycling,90,14406,787,>14k,>700,8.49,58.0,fit
26,East,Gym,84,10394,472,8k-11k,400-550,7.12,66.7,moderately_fit
45,North,Walking,86,13365,492,11k-14k,400-550,6.35,79.4,moderately_fit
30,West,Cycling,93,8313,354,8k-11k,250-400,6.93,71.7,moderately_fit
27,North,Running,95,9513,404,8k-11k,400-550,7.41,61.7,moderately_fit
18,North,Running,102,19127,1081,>14k,>700,9.64,67.9,fit
43,East,Gym,79,16000,544,>14k,400-550,6.36,70.1,moderately_fit
52,East,Walking,83,5740,188,5k-8k,<250,7.04,70.2,unfit
53,North,Walking,85,5496,212,5k-8k,<250,6.86,92.2,unfit
61,East,Gym,50,7451,385,5k-8k,250-400,8.05,71.6,moderately_fit
47,South,Gym,79,5935,260,5k-8k,250-400,6.96,64.9,unfit
49,North,Cycling,79,4657,227,<5k,<250,7.54,65.6,unfit
31,North,Cycling,83,11567,593,11k-14k,550-700,6.42,67.9,moderately_fit
25,West,Running,116,14328,722,>14k,>700,6.73,72.7,fit
28,North,Cycling,88,7741,324,5k-8k,250-400,7.13,76.0,moderately_fit
32,North,Sports,79,10243,536,8k-11k,400-550,5.56,90.6,moderately_fit
30,East,Sports,89,8444,460,8k-11k,400-550,6.82,52.4,moderately_fit
56,South,Running,94,12314,712,11k-14k,>700,7.76,65.3,fit
29,East,Gym,76,9199,442,8k-11k,400-550,8.2,65.1,moderately_fit
52,West,Gym,74,8138,297,8k-11k,250-400,6.47,69.2,moderately_fit
62,East,Cycling,83,9779,564,8k-11k,550-700,7.12,64.6,moderately_fit
59,North,Walking,80,8005,334,8k-11k,250-400,6.53,78.2,moderately_fit
28,South,Cycling,77,11644,504,11k-14k,400-550,6.65,91.2,moderately_fit
